s,id
http://dbpedia.org/resource/Stian_Johannsen,976286
http://dbpedia.org/resource/Don_Everly,1072749
http://dbpedia.org/resource/Andrew_Copeland,1348877
http://dbpedia.org/resource/Kenji_Williams,1420381
http://dbpedia.org/resource/P-Nut,1905774
http://dbpedia.org/resource/Ariën_van_Weesenbeek,1945375
http://dbpedia.org/resource/Aaron_Fink_(musician),2064840
http://dbpedia.org/resource/Trent_Lane,2089754
http://dbpedia.org/resource/Valerie_Faris,2210058
http://dbpedia.org/resource/SA_Martinez,2368621
http://dbpedia.org/resource/Daniel_Gildenlöw,2442655
http://dbpedia.org/resource/Steve_Kmak,3037930
http://dbpedia.org/resource/Lauren_Phoenix,3266230
http://dbpedia.org/resource/Chad_Sexton,3425851
http://dbpedia.org/resource/Mark_Klepaski,5301438
http://dbpedia.org/resource/John_T._Madden,5730111
http://dbpedia.org/resource/Dustie_Waring,5804015
http://dbpedia.org/resource/John_Lees_(musician),8369089
http://dbpedia.org/resource/John_Bechdel,8608111
http://dbpedia.org/resource/Stephen_W._Tayler,9271316
http://dbpedia.org/resource/Simon_Rix,11648179
http://dbpedia.org/resource/Mark_Kendall_(guitarist),11995094
http://dbpedia.org/resource/Alex_Newport,12054447
http://dbpedia.org/resource/Kristoffer_Gildenlöw,13490349
http://dbpedia.org/resource/Johan_Hallgren,13490767
http://dbpedia.org/resource/Simon_Andersson,13491953
http://dbpedia.org/resource/Aasim,13524375
http://dbpedia.org/resource/Eric_Young_(drummer),14125371
http://dbpedia.org/resource/Kris_MacFarlane,15732921
http://dbpedia.org/resource/Alexander_Maniatis,16949160
http://dbpedia.org/resource/Faisal_Kapadia,17578307
http://dbpedia.org/resource/Léo_Margarit,17972182
http://dbpedia.org/resource/Nasr_Mahrous,18333070
http://dbpedia.org/resource/Collin_Leijenaar,19579772
http://dbpedia.org/resource/Ray_Weston,20150584
http://dbpedia.org/resource/Evan_Winiker,20852582
http://dbpedia.org/resource/Ally_Begg,21778564
http://dbpedia.org/resource/Leonard_Shaw,21993843
http://dbpedia.org/resource/Capitola_Dickerson,25009156
http://dbpedia.org/resource/Amber_Sweeney,25799038
http://dbpedia.org/resource/Howie_Beno,26877113
http://dbpedia.org/resource/Calvin_%22Joonie%22_Gary,27159835
http://dbpedia.org/resource/Dazzer_Scott,27557458
http://dbpedia.org/resource/Šarlote_Lēnmane,28222251
http://dbpedia.org/resource/The_Fox_Experience,31222817
http://dbpedia.org/resource/Steve_Charles_(musician),31417608
http://dbpedia.org/resource/Karel_Mengelberg,31442367
http://dbpedia.org/resource/Joel_Dickinson,32276552
http://dbpedia.org/resource/Nick_Baughman,32524943
http://dbpedia.org/resource/Serri_(singer),33338218
http://dbpedia.org/resource/Christoph-Mathias_Mueller,33548285
http://dbpedia.org/resource/Ahn_Jae-hyo,33731196
http://dbpedia.org/resource/Markdavin_Obenza,34211146
http://dbpedia.org/resource/Matt_Malley,34728031
http://dbpedia.org/resource/Robert_Feist,35287342
http://dbpedia.org/resource/Nason_Schoeffler,36075886
http://dbpedia.org/resource/Daniel_Håkansson,36208803
http://dbpedia.org/resource/Michael_Aranda,36752626
http://dbpedia.org/resource/Russell_Stuart,37462019
http://dbpedia.org/resource/Kendra_Lust,45080114
http://dbpedia.org/resource/Justus_(musician),45250420
http://dbpedia.org/resource/Jon_Dunn_(musician),45700707
http://dbpedia.org/resource/Soleil_Diva,46758679
http://dbpedia.org/resource/Jeremiah_Scott,48336966
http://dbpedia.org/resource/Bill_Appleberry,50077534
http://dbpedia.org/resource/Tolga_Görsev,50312316
http://dbpedia.org/resource/C._Ballin,50852766
http://dbpedia.org/resource/Mwata_%22Gotti%22_Mitchell,53611330
http://dbpedia.org/resource/Razihel,53819377
http://dbpedia.org/resource/Curbi,53857262
http://dbpedia.org/resource/Eric_Corson,54007610
http://dbpedia.org/resource/Mr._Carmack,63734248
http://dbpedia.org/resource/Willy_Hautvast,63893775
http://dbpedia.org/resource/Alvix,65361697
http://dbpedia.org/resource/Kameelion,66390577
http://dbpedia.org/resource/Jana_Šulcová-Kühnová,67077251
http://dbpedia.org/resource/Emilia_Fadini,67129684
http://dbpedia.org/resource/Ilona_Bartalus,67375019
http://dbpedia.org/resource/Ariadna_Borisovna_Ladygina,67384160
http://dbpedia.org/resource/Gustavo_Lopez_(music_executive),67433973
http://dbpedia.org/resource/Testimony_Jaga,67795444
http://dbpedia.org/resource/K._Sampath,67831159
http://dbpedia.org/resource/Kollision,67942177
http://dbpedia.org/resource/Ritch_Esra,68300171
http://dbpedia.org/resource/Cameron_Cartee,68333905
http://dbpedia.org/resource/Michael_G_Weist_III,68357189
http://dbpedia.org/resource/David_Levy_(audio_engineer),68516310
http://dbpedia.org/resource/Jaden_Howard,68559153
http://dbpedia.org/resource/Sudip_Lamichhane,68594877
http://dbpedia.org/resource/Laura_Macfarlane,68621193
